term_id,preferred_label,definition,source_ontology,dominant_physical_phase,is_water_based,concert_unit_route,review_status
ENVO:01001616,bare soil,Soil which is directly exposed to the atmosphere - with no intervening layer of plant life or other cover - and thus the effects of weathering and erosion.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001638,frost-susceptible soil,Soil in which segregated ice will form (causing frost heave) under the required conditions of moisture supply and temperature.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001644,material primarily composed of biogenic carbonates,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001646,amorphous solid,A solid material which does not have a regularly organised internal structure.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001647,colloid suspended in a hydrosphere,A colloidal suspension which is dispersed through a part of a hydrosphere.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001648,suspended colloidal sediment,Colloidal sediment which is suspended in a part of the hydrosphere.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001649,heavy fraction material,An environmental material which is denser than bromoform.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001650,light fraction material,An environmental material which is less dense than bromoform.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001651,particulate matter in a hydrosphere,Waterborne particulate matter which is part of a hydrosphere.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001652,atmospheric aerosol,An aerosol that is suspended in an atmosphere.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001820,cultured organic material,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001821,hydrothermally-influenced sediment,"Sediment through which hydrothermally modified fluids flow, altering its properties through interaction with their own.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001841,volcanic soil,An andosol which derives its silica content from glass and tephra ejected during a volcanic eruption.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001845,hoar,Frost which is composed of interlocking ice crystals formed by vapour transfer (sublimation followed by deposition) of water vapour on some surface.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001846,depth hoar,"Hoar which is usually cup-shaped and facetted and which forms within dry, low-density snow beneath the snow surface.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001847,hoarfrost,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001848,rime,"Water ice which 1) has a white or milky and opaque appearance, 2) has a granular texture, and 3) is formed as a result of the deposition and rapid freezing of supercooled water drops as they make contact with an exposed object.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001849,glaze,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001850,frost,An environmental material which is primarily composed of minute ice crystals forming a fuzzy layer over a cold surface by direct deposition of water vapor.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001869,fracking liquid,A liquid environmental material which is composed primarily of water ammended with thickening agents and proppants.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001876,graupel,Snow which is composed of heavily rimed particles typically 2 to 5 millimeters in diameter (0.1 to 0.2 inch).,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001882,surface hoar,"Hoar which a) forms on surfaces, b) occurs when the temperature of the surface is colder than the air above and colder than the frost point of that air.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01001883,hoar crystal,A water ice crystal which is a part of a deposit of hoarfrost and which only grows by desublimation.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000004,nesting material,"Nesting material is an animal habitation consisting of matierals used to cushion, insulate and protect the young of the organism. The adult will use the material to form a protective structure to house and raise their young. Nests are built primarily by birds, but also by mammals, fish, insects and reptiles.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000008,cell culture,A cell culture is a growth of cells in vitro in an artificial medium for experimental research.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000019,bodily fluid material,"An organic material which is primarily composed of some natural bodily fluid or secretion such as blood, semen, saliva, blood plasma, intracellular and interstitial fluids.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000020,blood material,"A bodily fluid material which is composed primarily of blood, a bodily fluid composed of blood plasma and blood cells suspended within the plasma that circulates around the organism's body. Blood performs may important functions including the supplying of oxygen and nutrients, removal of waste, circulation of white blood cells, detection of antibodes, coagulation, transportation of antibodies and the regulation of pH and body temperature.",ENVO,liquid,TRUE,aqueous,upstream
ENVO:02000021,amniotic fluid material,"A bodily fluid material which is composed primarily of amniotic fluid, a bodily fluid consisting of watery liquid surrounding and cushioning a growing fetus within the amnion. It allows the fetus to move freely without the walls of the uterus being too tight against its body. Buoyancy is also provided.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000022,excreta material,"A bodily fluid material which is composed primarily of excreta, bodily fluids consisting of matter which contains the waste products of biological processes, including urine or feces, discharged from an organism's body.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000023,bile material,"A bodily fluid material which is composed primarily of bile, a bodily fluid consisting of a bitter, yellow or green alkaline fluid secreted by hepatocytes from the liver of most vertebrates. In many species, bile is stored in the gallbladder between meals and upon eating is discharged into the duodenum where the bile aids the process of digestion of lipids.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000024,aqueous humour material,"A bodily fluid material which is composed primarily of aqueous humour, a bodily fluid consisting of a thick watery substance that fills the space between the lens and the cornea.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000025,sweat material,"An excreta material which is composed primarily of sweat, an excreta consisting primarily of water as well as a smaller amount of sodium chloride that is excreted by the sweat glands in the skin of mammals.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000026,chyme material,"A bodily fluid material which is composed primarily of chyme, a bodily fluid consisting of a liquid substance found in the stomach before passing through the pyloric valve and entering the duodenum. It results from the mechanical and chemical breakdown of a bolus and consists of partially digested food, water, hydrochloric acid, and various digestive enzymes.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000027,blood plasma material,"A bodily fluid material which is composed primarily of blood plasma, a bodily fluid that comprises the liquid component of blood, in which the blood cells are suspended. It makes up about 55% of total blood volume.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000028,ear wax material,"A bodily fluid material which is composed primarily of ear wax, a bodily fluid consisting of a yellowish, waxy substance secreted in the ear canal of humans and many other mammals. It plays an important role in the human ear canal, assisting in cleaning and lubrication, and also provides some protection from bacteria, fungi, and insects.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000029,cerebrospinal fluid material,"A bodily fluid material which is composed primarily of cerebrospinal fluid, a clear bodily fluid that occupies the subarachnoid space and the ventricular system around and inside the brain. CSF is a clear bodily fluid that occupies the subarachnoid space and the ventricular system around and inside the brain.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000030,chyle material,"A bodily fluid material which is composed primarily of chyle, a bodily fluid consisting of a milky fluid consisting of lymph and emulsified fats; formed in the small intestine during digestion of ingested fats.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000031,breast milk material,"A bodily fluid material which is composed primarily of breast milk, is a bodily fluid produced that is secreted from two milk-secreting glandular organs on a female's chest.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000032,vitreous humor material,"A bodily fluid material which is composed primarily of vitreous humor, a bodily fluid consisting of a clear gel that fills the space between the lens and the retina of the eyeball of humans and other vertebrates.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000033,pleural effusion material,"A bodily fluid material which is composed primarily of a pleural effusion, a bodily fluid that is produced in excess and accumulates in the pleural cavity, the fluid-filled space that surrounds the lungs. Excessive amounts of such fluid can impair breathing by limiting the expansion of the lungs during inhalation.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000034,tear material,"A bodily fluid material which is composed primarily of a volume of tears, a bodily fluid consisting of a drop of the clear salty liquid secreted by glands (lacrimal glands) in the eyes. Tears wet the membrane covering the eye and help rid the eye of irritating substances.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000035,oronasal secretion material,"A bodily fluid material which is composed primarily of an oronasal secretion, a bodily fluid secreted from the body via the mouth or nose.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000036,saliva material,"A bodily fluid material which is composed primarily of saliva, a slightly alkaline secretion of water, mucin, protein, salts, and often a starch-splitting enzyme (as ptyalin) that is secreted into the mouth by salivary glands, lubricates ingested food, and often begins the breakdown of starches.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000037,sebum material,"A bodily fluid material which is composed primarily of sebum, an oily bodily fluid secreted from the sebaceous glads that is made of fat (lipids) and the debris of dead fat-producing cells. In the glands, sebum is produced within specialized cells and is released as these cells burst. Sebum acts to protect and waterproof hair and skin, and keep them from becoming dry, brittle and cracked. It can also inhibit the growth of microorganisms on skin.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000038,pus material,"A bodily fluid material which is composed primarily of pus, a bodily fluid consisting of a whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections. Pus is produced from the dead and living cells which travel into the intercellular spaces around the affected cells.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000039,synovial fluid material,"A bodily fluid material which is composed primarily of synovial fluid, a bodily fluid secreted by the synovial membrane into the joint cavity to form a thin layer at the surface of cartilage.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000040,mucus material,"A bodily fluid material which is composed primarily of mucus, a bodily fluid consisting of a slippery secretion of the lining of the mucous membranes in the body. It is a viscous colloid containing antiseptic enzymes (such as lysozyme) and immunoglobulins. Mucus is produced by goblet cells in the mucous membranes that cover the surfaces of the membranes. It is made up of mucins and inorganic salts suspended in water.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000041,lymph material,"A bodily fluid material which is composed primarily of lymph, a bodily fluid consisting of a usually clear coagulable fluid that passes from intercellular spaces of body tissue into the lymphatic vessels, is discharged into the blood by way of the thoracic duct and right lymphatic duct, and resembles blood plasma in containing white blood cells and especially lymphocytes but normally few red blood cells and no platelets.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000042,interstitial fluid material,"A bodily fluid material which is composed primarily of interstitial fluid, a bodily fluid consisting of a solution which bathes and surrounds the cells of multicellular animals. It is the main component of the extracellular fluid, which also includes plasma and transcellular fluid.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000044,siliceous ooze,"Siliceous ooze is a marine sediment composed of the debris of plankton with silica shells, such as diatoms and radiolaria. This ooze is limited to areas with high biological productivity, such as the polar oceans, and upwelling zones near the equator. The least common type of sediment, it covers only 15% of the ocean floor. It accumulates at a slower rate than calcareous ooze: 0.2-1 cm / 1000 yr.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000045,red clay,"Red clay, also known as pelagic clay, accumulates in the deepest and most remote areas of the ocean. Containing less than 30% biogenic material, its composition is a varied mix of very fine quartz and clay minerals, authigenic deposits precipitated directly from seawater, and micrometeorites. Though called \",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000046,calcareous ooze,"Calcareous ooze is a marine sediment composed primarily of the shells--also known as tests--of foraminifera, coccolithophores, and pteropods. This is the most common pelagic sediment by area, covering 48% of the world ocean's floor. This type of ooze is limited to depths above the Carbonate Compensation Depth at time of burial. It accumulates more rapidly than any other pelagic sediment type, with a rate that varies from 0.3 - 5 cm / 1000 yr.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000053,hide,"A skin obtained from animals for human use typically from deer or cattle sources used to produce leather, shoes, fashion accessories, musical instruments.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000059,surface soil,A soil consisting of the upper layer of soil on the surface consisting of loose material capable of supporting life composed of a mixture of mineral and organic matter.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000084,goat manure,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000090,ash,"An environmental material that is the non-aqueous, non-gaseous residues that remain after something is burned.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000091,coal,A combustible black or brownish-black sedimentary rock usually occurring in rock strata in layers or veins called coal beds or coal seams.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000094,ore,a type of rock that contains sufficient minerals with important elements including metals that can be economically extracted from the rock.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000095,uranium ore,Ore which contains uranium.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000096,iron ore,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000097,gold ore,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000098,platinum ore,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000099,coal dust,Dust which is derived from coal.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000100,mineral dust,Dust which is derived from mineral material.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000101,fibrous dust,Dust which is composed of fibrous material.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000102,fibrous glass dust,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000103,metallic dust,Dust which is composed primarily of some metallic material.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000104,cement dust,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000105,clay dust,Dust which is derived from clay material.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000106,asbestos dust,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000107,grain dust,Dust that comes from grain and all the other substances associated with its cultivation & harvesting.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000108,cotton dust,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000109,dust from plant parts,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000111,copper ore,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000112,fume,"A gas, smoke, or vapor that smells strongly or is dangerous to inhale.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000113,welding fume,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000114,paraffin wax fume,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000115,vanadium fume,Respirable vapor of vanadium.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000116,aluminum welding fume,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000117,natural wax,A wax that is naturally synthesized by a plant or animal.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000118,paraffin wax,"A white or colourless soft solid derivable from petroleum, coal or oil shale, that consists of a mixture of hydrocarbon molecules containing between twenty and forty carbon atoms.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000119,oil shale,An organic-rich fine-grained sedimentary rock containing kerogen from which liquid hydrocarbons called shale oil can be produced.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000120,zinc chloride fume,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000123,paint,"Any liquid, liquefiable, or mastic composition that, after application to a substrate in a thin layer, converts to a solid film. It is most commonly used to protect, color, or provide texture to objects.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000124,lead paint,Paint that contains lead.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000126,wood ash,the residue powder that is derived from the combustion of wood.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000127,coal ash,Ash that is produced from the burning of coal.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000128,fly ash,"A very fine, powdery material composed mostly of silica made from the burning of finely ground coal in a boiler.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000129,bottom ash,"a coarse, angular ash particle that is too large to be carried up into the smoke stacks so it forms in the bottom of the coal furnace.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000130,boiler slag,molten bottom ash from slag tap and cyclone type furnaces that turns into pellets that have a smooth glassy appearance after it is cooled with water.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000131,flue gas desulfurization material,a material leftover from the process of reducing sulfur dioxide emissions from a coal-fired boiler that can be a wet sludge consisting of calcium sulfite or calcium sulfate or a dry powered material that is a mixture of sulfites and sulfates.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000138,mangrove biome soil,Soil which is located in a mangrove biome.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:02000140,fluid environmental material,An environmental material which is unable to resist shear forces and continuously deforms when subject to them.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000000,neve,"Partially compacted granular snow, which has undergone several cycles of melting and refreezing while being compacted, usually found on the atmosphere-exposed surface of a glacier.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000002,firn,Granular snow which contains a proportion of fused granules formed through melting and re-thawing while being compacted by the weight of overlying material and which contains interconnected gaseous pores.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000004,glacial ice,Any water ice that is part of a glacier.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000005,erosionally enriched glacial ice,Glacial ice which contains material liberated during a glacial erosion process.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000007,blue ice,"Water ice containing little to no air bubbles resulting in a reduction of internal light scattering and, given sufficient volume, a blue appearance.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000021,soot,Particulate environmental material which is composed primarily of carbon particles formed through the incomplete combustion of hydrocarbons.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000025,erosionally enriched ice,Water ice which contains material liberated during an erosion process.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000027,powdery snow,Uncompacted snow containing trapped atmospheric gases.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000033,marine sediment,"Sediment which has been transported through the marine water column, settling on the seafloor.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000034,shallow marine sediment,"Marine sediment soured from either terrestrial systems, marine organisms, seawater and or cosmogeneous sources, which is transported through the marine water column, and accumulates within shallow regions of the oceanic basin close to continents, such as the continental shelf, or continental slope.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000038,cryoconite deposit,"Particulate environmental material which is composed primarily of dust, rock, and soot, as well as the microbial communities associated with these materials, deposited on an ice mass by an aeolian process.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000046,frazil ice,New ice which is composed frazil which has congealed into a thin sheet.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000063,new ice,Water ice which is formed from freezing water and is suspended in a water body.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000071,first year ice,Sea ice which has formed over a single freezing season.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000072,second year ice,"Sea ice which is thicker than first year ice, and has survived a seasonal melting process.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000073,multiyear ice,"Sea ice which is thicker than second year ice, and has survived more than two seasonal melting process.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000075,shuga,"New ice, which is spongy, lumpy and opaque, and forms from water which freezes in an agitated water body.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000076,slush ice,"A slurry of frazil, snow, and liquid water.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000088,methane-laden permafrost,Permafrost which contains pockets of trapped methane gas.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000108,slab snow,"Snow which is cohesive, hard and overlies weaker snow.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000133,agricultural potting mixture,"An agricultural environmental material which 1) is composed of a mixture of materials such as peat, composted bark, sand, perlite, or compost, and 2) serves as a medium in which to grow plants.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000137,freezing fog,"A fog the droplets of which freeze upon contact with exposed objects, forming a coating of rime or glaze.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03000139,ice fog,Fog which is composed of particles of ice.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501252,chicken manure,Poultry manure made of chicken feces.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501253,gypsum,A soft sulfate mineral composed of calcium sulfate dihydrate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501259,litter,Environmental material consisting of waste products that have been discarded at an unsuitable location.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501300,manure,An environmental material consisting of organic matter from plants and/or animals that is used in agriculture as fertilizer.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501302,cork,"Plant matter consisting of an impermeable buoyant material, the phellem layer of bark tissue.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501303,natural-based polymer,Macromolecules that are obtained naturally from plants or animals.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501304,cellophane,"A thin, transparent sheet made of regenerated cellulose.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501305,pliofilm,"Synthetic plastic which is composed of a glossy, moistureproof membrane made of rubber hydrochloride.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501306,mylar,A polyester film made from stretched polyethylene terephthalate (PET).,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
